# r.topmodel output file for EW2Walk
# Run time: 2016-11-21 12:55:31
#
# Qt_peak [m^3/timestep]:  Peak total flow
# tt_peak [timestep]:      Peak time for total flow
# Qt_mean [m^3/timestep]:  Mean total flow
# lnTe [ln(m^2/timestep)]: ln of the average transmissivity at the soil surface
# vch [m/timestep]:        Main channel routing velocity
# vr [m/timestep]:         Internal subcatchment routing velocity
# lambda [ln(m^2)]:        Average topographic index
# qss [m/timestep]:        Saturated subsurface flow per unit area
# qs0 [m/timestep]:        Initial subsurface flow per unit area
# ntopidxclasses:          Number of topographic index classes
# dt [h]:                  Time step
# ntimesteps:              Number of time steps
# nch:                     Number of channel segments
# delay [timestep]:        Routing delay in the main channel
# tc [timestep]:           Time of concentration
# tcsub [timestep]:        Time of concentration in the subcatchment
#
# tch [timestep]:          Routing time to the catchment outlet
# Ad [m^2]:                Difference in the contribution area
# Qt [m^3/timestep]:       Total flow
# qt [m/timestep]:         Total flow per unit area
# qo [m/timestep]:         Saturated overland flow per unit area
# qs [m/timestep]:         Subsurface flow per unit area
# qv [m/timestep]:         Vertical drainage flux from unsaturated zone
# S_mean [m]:              Mean saturation deficit

Qt_peak:         1.214e+06
tt_peak:               358
Qt_mean:         3.502e+04
lnTe:            5.178e+00
vch:             4.800e+05
vr:              2.400e+05
lambda:          7.356e+00
qss:             1.133e-01
qs0:             1.800e-03
ntopidxclasses:         30
dt:              2.400e+01
ntimesteps:            730
nch:                    11
delay:                   0
tc:                      1
tcsub:                   1

       tch
 0.000e+00
 6.300e-03
 1.260e-02
 1.890e-02
 2.520e-02
 3.150e-02
 3.780e-02
 4.410e-02
 5.040e-02
 5.670e-02
 6.300e-02

        Ad
 2.329e+07

  timestep         Qt         qt         qo         qs         qv     S_mean
       484  5.401e+03  2.319e-04  0.000e+00  2.319e-04  0.000e+00  3.738e-02
       485  5.196e+03  2.231e-04  0.000e+00  2.231e-04  0.000e+00  3.761e-02
       486  5.007e+03  2.150e-04  0.000e+00  2.150e-04  0.000e+00  3.782e-02
       487  4.830e+03  2.074e-04  0.000e+00  2.074e-04  0.000e+00  3.803e-02
       488  4.666e+03  2.004e-04  0.000e+00  2.004e-04  0.000e+00  3.823e-02
       489  4.513e+03  1.938e-04  0.000e+00  1.938e-04  0.000e+00  3.842e-02
       490  4.370e+03  1.876e-04  0.000e+00  1.876e-04  0.000e+00  3.861e-02
       491  4.235e+03  1.818e-04  0.000e+00  1.818e-04  0.000e+00  3.879e-02
       492  4.109e+03  1.764e-04  0.000e+00  1.764e-04  0.000e+00  3.897e-02
       493  3.990e+03  1.713e-04  0.000e+00  1.713e-04  0.000e+00  3.914e-02
       494  3.877e+03  1.665e-04  0.000e+00  1.665e-04  0.000e+00  3.931e-02
       495  3.936e+03  1.690e-04  7.092e-06  1.619e-04  3.245e-03  3.622e-02
       496  6.729e+03  2.889e-04  1.828e-05  2.707e-04  4.392e-03  3.210e-02
       497  1.266e+04  5.435e-04  5.589e-06  5.379e-04  8.008e-04  3.184e-02
       498  1.314e+04  5.640e-04  2.048e-06  5.620e-04  2.935e-04  3.211e-02
       499  1.252e+04  5.374e-04  0.000e+00  5.374e-04  0.000e+00  3.265e-02
       500  1.144e+04  4.914e-04  0.000e+00  4.914e-04  0.000e+00  3.314e-02
       501  1.054e+04  4.527e-04  0.000e+00  4.527e-04  0.000e+00  3.359e-02
       502  9.778e+03  4.198e-04  0.000e+00  4.198e-04  0.000e+00  3.401e-02
       503  9.117e+03  3.915e-04  0.000e+00  3.915e-04  0.000e+00  3.440e-02
       504  8.541e+03  3.667e-04  0.000e+00  3.667e-04  0.000e+00  3.477e-02
       505  8.035e+03  3.450e-04  0.000e+00  3.450e-04  0.000e+00  3.511e-02
       506  7.586e+03  3.257e-04  0.000e+00  3.257e-04  0.000e+00  3.544e-02
       507  7.185e+03  3.085e-04  0.000e+00  3.085e-04  0.000e+00  3.575e-02
       508  6.975e+03  2.995e-04  6.430e-06  2.930e-04  1.671e-03  3.437e-02
       509  9.894e+03  4.248e-04  5.610e-05  3.687e-04  7.548e-03  2.719e-02
       510  3.060e+04  1.314e-03  9.385e-05  1.220e-03  5.192e-03  2.322e-02
       511  5.508e+04  2.365e-03  0.000e+00  2.365e-03  0.000e+00  2.558e-02
       512  3.714e+04  1.595e-03  0.000e+00  1.595e-03  0.000e+00  2.718e-02
       513  2.847e+04  1.222e-03  0.000e+00  1.222e-03  0.000e+00  2.840e-02
       514  2.322e+04  9.971e-04  0.000e+00  9.971e-04  0.000e+00  2.940e-02
       515  1.967e+04  8.444e-04  0.000e+00  8.444e-04  0.000e+00  3.024e-02
       516  1.709e+04  7.336e-04  0.000e+00  7.336e-04  0.000e+00  3.097e-02
       517  1.512e+04  6.492e-04  0.000e+00  6.492e-04  0.000e+00  3.162e-02
       518  1.357e+04  5.826e-04  0.000e+00  5.826e-04  0.000e+00  3.221e-02
       519  1.231e+04  5.287e-04  0.000e+00  5.287e-04  0.000e+00  3.273e-02
       520  1.127e+04  4.841e-04  0.000e+00  4.841e-04  0.000e+00  3.322e-02
       521  1.040e+04  4.466e-04  0.000e+00  4.466e-04  0.000e+00  3.367e-02
       522  9.655e+03  4.145e-04  0.000e+00  4.145e-04  0.000e+00  3.408e-02
       523  9.010e+03  3.869e-04  0.000e+00  3.869e-04  0.000e+00  3.447e-02
       524  8.447e+03  3.627e-04  0.000e+00  3.627e-04  0.000e+00  3.483e-02
       525  8.088e+03  3.473e-04  5.861e-06  3.414e-04  1.523e-03  3.365e-02
       526  9.881e+03  4.243e-04  8.500e-06  4.158e-04  1.707e-03  3.236e-02
       527  1.201e+04  5.156e-04  0.000e+00  5.156e-04  0.000e+00  3.287e-02
       528  1.102e+04  4.731e-04  0.000e+00  4.731e-04  0.000e+00  3.335e-02
       529  1.018e+04  4.372e-04  0.000e+00  4.372e-04  0.000e+00  3.378e-02
       530  9.468e+03  4.065e-04  0.000e+00  4.065e-04  0.000e+00  3.419e-02
       531  8.848e+03  3.799e-04  0.000e+00  3.799e-04  0.000e+00  3.457e-02
       532  8.305e+03  3.566e-04  0.000e+00  3.566e-04  0.000e+00  3.493e-02
       533  7.826e+03  3.360e-04  0.000e+00  3.360e-04  0.000e+00  3.526e-02
       534  7.399e+03  3.177e-04  0.000e+00  3.177e-04  0.000e+00  3.558e-02
       535  7.018e+03  3.013e-04  0.000e+00  3.013e-04  0.000e+00  3.588e-02
       536  6.674e+03  2.866e-04  0.000e+00  2.866e-04  0.000e+00  3.617e-02
       537  6.363e+03  2.732e-04  0.000e+00  2.732e-04  0.000e+00  3.644e-02
       538  6.080e+03  2.610e-04  0.000e+00  2.610e-04  0.000e+00  3.670e-02
       539  5.821e+03  2.499e-04  0.000e+00  2.499e-04  0.000e+00  3.695e-02
       540  5.583e+03  2.397e-04  0.000e+00  2.397e-04  0.000e+00  3.719e-02
       541  5.365e+03  2.303e-04  0.000e+00  2.303e-04  0.000e+00  3.742e-02
       542  5.163e+03  2.217e-04  0.000e+00  2.217e-04  0.000e+00  3.764e-02
       543  4.975e+03  2.136e-04  0.000e+00  2.136e-04  0.000e+00  3.786e-02
       544  4.801e+03  2.062e-04  0.000e+00  2.062e-04  0.000e+00  3.806e-02
       545  4.639e+03  1.992e-04  0.000e+00  1.992e-04  0.000e+00  3.826e-02
       546  4.488e+03  1.927e-04  0.000e+00  1.927e-04  0.000e+00  3.845e-02
       547  4.346e+03  1.866e-04  0.000e+00  1.866e-04  0.000e+00  3.864e-02
       548  4.213e+03  1.809e-04  0.000e+00  1.809e-04  0.000e+00  3.882e-02
       549  4.088e+03  1.755e-04  0.000e+00  1.755e-04  0.000e+00  3.900e-02
       550  3.970e+03  1.704e-04  0.000e+00  1.704e-04  0.000e+00  3.917e-02
       551  3.859e+03  1.657e-04  0.000e+00  1.657e-04  0.000e+00  3.933e-02
       552  3.754e+03  1.612e-04  0.000e+00  1.612e-04  0.000e+00  3.949e-02
       553  3.654e+03  1.569e-04  0.000e+00  1.569e-04  0.000e+00  3.965e-02
       554  3.560e+03  1.528e-04  0.000e+00  1.528e-04  0.000e+00  3.980e-02
       555  3.470e+03  1.490e-04  0.000e+00  1.490e-04  0.000e+00  3.995e-02
       556  3.385e+03  1.453e-04  0.000e+00  1.453e-04  0.000e+00  4.010e-02
       557  3.304e+03  1.419e-04  0.000e+00  1.419e-04  0.000e+00  4.024e-02
       558  3.227e+03  1.386e-04  0.000e+00  1.386e-04  0.000e+00  4.038e-02
       559  3.153e+03  1.354e-04  0.000e+00  1.354e-04  0.000e+00  4.051e-02
       560  3.083e+03  1.324e-04  0.000e+00  1.324e-04  0.000e+00  4.065e-02
       561  3.016e+03  1.295e-04  0.000e+00  1.295e-04  0.000e+00  4.078e-02
       562  2.951e+03  1.267e-04  0.000e+00  1.267e-04  0.000e+00  4.090e-02
       563  2.890e+03  1.241e-04  0.000e+00  1.241e-04  0.000e+00  4.103e-02
       564  2.830e+03  1.215e-04  0.000e+00  1.215e-04  0.000e+00  4.115e-02
       565  2.774e+03  1.191e-04  0.000e+00  1.191e-04  0.000e+00  4.127e-02
       566  2.719e+03  1.168e-04  0.000e+00  1.168e-04  0.000e+00  4.138e-02
       567  2.667e+03  1.145e-04  0.000e+00  1.145e-04  0.000e+00  4.150e-02
       568  2.616e+03  1.123e-04  0.000e+00  1.123e-04  0.000e+00  4.161e-02
       569  2.568e+03  1.103e-04  0.000e+00  1.103e-04  0.000e+00  4.172e-02
       570  2.521e+03  1.082e-04  0.000e+00  1.082e-04  0.000e+00  4.183e-02
       571  2.476e+03  1.063e-04  0.000e+00  1.063e-04  0.000e+00  4.194e-02
       572  2.432e+03  1.044e-04  0.000e+00  1.044e-04  0.000e+00  4.204e-02
       573  2.391e+03  1.026e-04  0.000e+00  1.026e-04  0.000e+00  4.214e-02
       574  2.350e+03  1.009e-04  0.000e+00  1.009e-04  0.000e+00  4.224e-02
       575  2.311e+03  9.922e-05  0.000e+00  9.922e-05  0.000e+00  4.234e-02
       576  2.273e+03  9.759e-05  0.000e+00  9.759e-05  0.000e+00  4.244e-02
       577  2.236e+03  9.602e-05  0.000e+00  9.602e-05  0.000e+00  4.254e-02
       578  2.201e+03  9.449e-05  0.000e+00  9.449e-05  0.000e+00  4.263e-02
       579  2.166e+03  9.301e-05  0.000e+00  9.301e-05  0.000e+00  4.272e-02
       580  2.133e+03  9.158e-05  0.000e+00  9.158e-05  0.000e+00  4.282e-02
       581  2.101e+03  9.020e-05  0.000e+00  9.020e-05  0.000e+00  4.291e-02
       582  2.069e+03  8.885e-05  0.000e+00  8.885e-05  0.000e+00  4.300e-02
       583  2.039e+03  8.754e-05  0.000e+00  8.754e-05  0.000e+00  4.308e-02
       584  2.009e+03  8.628e-05  0.000e+00  8.628e-05  0.000e+00  4.317e-02
       585  1.981e+03  8.504e-05  0.000e+00  8.504e-05  0.000e+00  4.325e-02
       586  1.953e+03  8.385e-05  0.000e+00  8.385e-05  0.000e+00  4.334e-02
       587  2.183e+03  9.372e-05  1.104e-05  8.268e-05  7.011e-03  3.641e-02
       588  6.111e+03  2.624e-04  0.000e+00  2.624e-04  0.000e+00  3.667e-02
       589  5.849e+03  2.511e-04  0.000e+00  2.511e-04  0.000e+00  3.692e-02
       590  5.609e+03  2.408e-04  0.000e+00  2.408e-04  0.000e+00  3.716e-02
       591  5.389e+03  2.314e-04  0.000e+00  2.314e-04  0.000e+00  3.740e-02
       592  5.209e+03  2.237e-04  1.057e-06  2.226e-04  5.020e-04  3.712e-02
       593  5.432e+03  2.332e-04  0.000e+00  2.332e-04  0.000e+00  3.735e-02
       594  5.225e+03  2.243e-04  0.000e+00  2.243e-04  0.000e+00  3.757e-02
       595  5.033e+03  2.161e-04  0.000e+00  2.161e-04  0.000e+00  3.779e-02
       596  4.855e+03  2.085e-04  0.000e+00  2.085e-04  0.000e+00  3.800e-02
       597  4.689e+03  2.013e-04  0.000e+00  2.013e-04  0.000e+00  3.820e-02
       598  4.535e+03  1.947e-04  0.000e+00  1.947e-04  0.000e+00  3.839e-02
       599  4.390e+03  1.885e-04  0.000e+00  1.885e-04  0.000e+00  3.858e-02
       600  4.254e+03  1.827e-04  0.000e+00  1.827e-04  0.000e+00  3.877e-02
       601  4.126e+03  1.772e-04  0.000e+00  1.772e-04  0.000e+00  3.894e-02
       602  5.157e+03  2.214e-04  4.942e-05  1.720e-04  1.065e-02  2.847e-02
       603  2.307e+04  9.905e-04  4.424e-06  9.861e-04  3.443e-04  2.911e-02
       604  2.064e+04  8.861e-04  0.000e+00  8.861e-04  0.000e+00  2.999e-02
       605  1.780e+04  7.644e-04  0.000e+00  7.644e-04  0.000e+00  3.076e-02
       606  1.567e+04  6.730e-04  0.000e+00  6.730e-04  0.000e+00  3.143e-02
       607  1.401e+04  6.016e-04  0.000e+00  6.016e-04  0.000e+00  3.203e-02
       608  1.267e+04  5.442e-04  0.000e+00  5.442e-04  0.000e+00  3.258e-02
       609  1.158e+04  4.970e-04  0.000e+00  4.970e-04  0.000e+00  3.307e-02
       610  1.066e+04  4.575e-04  0.000e+00  4.575e-04  0.000e+00  3.353e-02
       611  9.873e+03  4.239e-04  0.000e+00  4.239e-04  0.000e+00  3.395e-02
       612  9.199e+03  3.950e-04  0.000e+00  3.950e-04  0.000e+00  3.435e-02
       613  8.613e+03  3.698e-04  0.000e+00  3.698e-04  0.000e+00  3.472e-02
       614  8.098e+03  3.477e-04  0.000e+00  3.477e-04  0.000e+00  3.507e-02
       615  7.642e+03  3.281e-04  0.000e+00  3.281e-04  0.000e+00  3.540e-02
       616  7.236e+03  3.107e-04  0.000e+00  3.107e-04  0.000e+00  3.571e-02
       617  6.871e+03  2.950e-04  0.000e+00  2.950e-04  0.000e+00  3.600e-02
       618  6.541e+03  2.808e-04  0.000e+00  2.808e-04  0.000e+00  3.628e-02
       619  6.242e+03  2.680e-04  0.000e+00  2.680e-04  0.000e+00  3.655e-02
       620  5.969e+03  2.563e-04  0.000e+00  2.563e-04  0.000e+00  3.681e-02
       621  5.720e+03  2.456e-04  0.000e+00  2.456e-04  0.000e+00  3.705e-02
       622  5.490e+03  2.357e-04  0.000e+00  2.357e-04  0.000e+00  3.729e-02
       623  5.279e+03  2.266e-04  0.000e+00  2.266e-04  0.000e+00  3.751e-02
       624  5.083e+03  2.182e-04  0.000e+00  2.182e-04  0.000e+00  3.773e-02
       625  4.901e+03  2.104e-04  0.000e+00  2.104e-04  0.000e+00  3.794e-02
       626  4.732e+03  2.032e-04  0.000e+00  2.032e-04  0.000e+00  3.815e-02
       627  4.575e+03  1.964e-04  0.000e+00  1.964e-04  0.000e+00  3.834e-02
       628  4.428e+03  1.901e-04  0.000e+00  1.901e-04  0.000e+00  3.853e-02
       629  4.289e+03  1.842e-04  0.000e+00  1.842e-04  0.000e+00  3.872e-02
       630  4.160e+03  1.786e-04  0.000e+00  1.786e-04  0.000e+00  3.890e-02
       631  4.038e+03  1.734e-04  0.000e+00  1.734e-04  0.000e+00  3.907e-02
       632  3.923e+03  1.684e-04  0.000e+00  1.684e-04  0.000e+00  3.924e-02
       633  3.814e+03  1.638e-04  0.000e+00  1.638e-04  0.000e+00  3.940e-02
       634  3.711e+03  1.594e-04  0.000e+00  1.594e-04  0.000e+00  3.956e-02
       635  3.614e+03  1.552e-04  0.000e+00  1.552e-04  0.000e+00  3.972e-02
       636  3.522e+03  1.512e-04  0.000e+00  1.512e-04  0.000e+00  3.987e-02
       637  3.434e+03  1.475e-04  0.000e+00  1.475e-04  0.000e+00  4.001e-02
       638  3.351e+03  1.439e-04  0.000e+00  1.439e-04  0.000e+00  4.016e-02
       639  3.272e+03  1.405e-04  0.000e+00  1.405e-04  0.000e+00  4.030e-02
       640  3.196e+03  1.372e-04  0.000e+00  1.372e-04  0.000e+00  4.044e-02
       641  3.124e+03  1.341e-04  0.000e+00  1.341e-04  0.000e+00  4.057e-02
       642  3.055e+03  1.312e-04  0.000e+00  1.312e-04  0.000e+00  4.070e-02
       643  2.988e+03  1.283e-04  0.000e+00  1.283e-04  0.000e+00  4.083e-02
       644  4.060e+03  1.743e-04  4.872e-05  1.256e-04  1.223e-02  2.872e-02
       645  2.212e+04  9.497e-04  4.940e-06  9.448e-04  3.845e-04  2.928e-02
       646  2.102e+04  9.024e-04  4.185e-05  8.605e-04  3.488e-03  2.666e-02
       647  3.274e+04  1.406e-03  7.234e-05  1.333e-03  3.994e-03  2.399e-02
       648  4.881e+04  2.096e-03  1.827e-05  2.078e-03  7.854e-04  2.529e-02
       649  3.993e+04  1.715e-03  3.962e-05  1.675e-03  1.888e-03  2.507e-02
       650  4.042e+04  1.735e-03  0.000e+00  1.735e-03  0.000e+00  2.681e-02
       651  3.027e+04  1.300e-03  0.000e+00  1.300e-03  0.000e+00  2.811e-02
       652  2.524e+04  1.084e-03  3.724e-05  1.046e-03  3.228e-03  2.593e-02
       653  4.673e+04  2.006e-03  5.011e-04  1.505e-03  1.177e-02  1.566e-02
       654  2.030e+05  8.716e-03  3.847e-04  8.331e-03  3.723e-03  2.027e-02
       655  1.025e+05  4.399e-03  5.340e-04  3.865e-03  7.647e-03  1.649e-02
       656  1.744e+05  7.486e-03  2.267e-04  7.260e-03  2.800e-03  2.095e-02
       657  8.074e+04  3.467e-03  1.415e-05  3.453e-03  3.291e-04  2.407e-02
       658  4.790e+04  2.057e-03  5.377e-06  2.051e-03  2.312e-04  2.589e-02
       659  3.747e+04  1.609e-03  9.435e-05  1.515e-03  4.550e-03  2.286e-02
       660  5.850e+04  2.512e-03  0.000e+00  2.512e-03  0.000e+00  2.537e-02
       661  3.849e+04  1.653e-03  0.000e+00  1.653e-03  0.000e+00  2.702e-02
       662  2.923e+04  1.255e-03  1.008e-07  1.255e-03  7.844e-06  2.827e-02
       663  2.374e+04  1.019e-03  0.000e+00  1.019e-03  0.000e+00  2.929e-02
       664  2.003e+04  8.601e-04  0.000e+00  8.601e-04  0.000e+00  3.015e-02
       665  1.736e+04  7.452e-04  0.000e+00  7.452e-04  0.000e+00  3.089e-02
       666  1.615e+04  6.936e-04  3.543e-05  6.582e-04  3.804e-03  2.775e-02
       667  2.657e+04  1.141e-03  2.897e-05  1.112e-03  2.255e-03  2.660e-02
       668  3.142e+04  1.349e-03  3.912e-06  1.345e-03  3.044e-04  2.764e-02
       669  2.634e+04  1.131e-03  0.000e+00  1.131e-03  0.000e+00  2.877e-02
       670  2.312e+04  9.927e-04  5.605e-05  9.367e-04  4.376e-03  2.533e-02
       671  4.112e+04  1.765e-03  1.036e-04  1.662e-03  4.636e-03  2.236e-02
       672  6.605e+04  2.836e-03  1.075e-04  2.728e-03  3.140e-03  2.195e-02
       673  6.835e+04  2.935e-03  1.280e-05  2.922e-03  5.506e-04  2.432e-02
       674  4.584e+04  1.968e-03  0.000e+00  1.968e-03  0.000e+00  2.629e-02
       675  3.323e+04  1.427e-03  8.888e-06  1.418e-03  6.917e-04  2.701e-02
       676  5.373e+04  2.307e-03  1.051e-03  1.256e-03  1.684e-02  1.143e-02
       677  4.196e+05  1.802e-02  1.144e-03  1.687e-02  4.962e-03  2.334e-02
       678  5.397e+04  2.317e-03  0.000e+00  2.317e-03  0.000e+00  2.566e-02
       679  3.944e+04  1.693e-03  1.183e-04  1.575e-03  5.213e-03  2.202e-02
       680  7.644e+04  3.282e-03  3.944e-04  2.888e-03  7.488e-03  1.742e-02
       681  1.466e+05  6.295e-03  7.785e-05  6.217e-03  1.077e-03  2.256e-02
       682  6.433e+04  2.762e-03  1.228e-04  2.639e-03  3.594e-03  2.160e-02
       683  8.034e+04  3.450e-03  3.550e-04  3.095e-03  6.701e-03  1.800e-02
       684  1.315e+05  5.645e-03  0.000e+00  5.645e-03  0.000e+00  2.364e-02
       685  5.131e+04  2.203e-03  0.000e+00  2.203e-03  0.000e+00  2.585e-02
       686  3.762e+04  1.615e-03  8.924e-05  1.526e-03  4.307e-03  2.306e-02
       687  5.650e+04  2.426e-03  0.000e+00  2.426e-03  0.000e+00  2.549e-02
       688  3.771e+04  1.619e-03  0.000e+00  1.619e-03  0.000e+00  2.711e-02
       689  2.879e+04  1.236e-03  0.000e+00  1.236e-03  0.000e+00  2.835e-02
       690  2.737e+04  1.175e-03  1.691e-04  1.006e-03  8.359e-03  2.099e-02
       691  8.147e+04  3.498e-03  7.155e-05  3.426e-03  1.664e-03  2.276e-02
       692  6.248e+04  2.683e-03  1.285e-04  2.554e-03  3.827e-03  2.148e-02
       693  7.354e+04  3.158e-03  0.000e+00  3.158e-03  0.000e+00  2.464e-02
       694  4.514e+04  1.938e-03  7.278e-05  1.866e-03  3.130e-03  2.338e-02
       695  5.659e+04  2.430e-03  1.268e-04  2.303e-03  4.098e-03  2.158e-02
       696  7.235e+04  3.106e-03  0.000e+00  3.106e-03  0.000e+00  2.469e-02
       697  4.311e+04  1.851e-03  0.000e+00  1.851e-03  0.000e+00  2.654e-02
       698  3.167e+04  1.360e-03  0.000e+00  1.360e-03  0.000e+00  2.790e-02
       699  2.525e+04  1.084e-03  0.000e+00  1.084e-03  0.000e+00  2.898e-02
       700  2.107e+04  9.048e-04  0.000e+00  9.048e-04  0.000e+00  2.989e-02
       701  1.816e+04  7.797e-04  1.532e-06  7.781e-04  2.195e-04  3.045e-02
       702  1.651e+04  7.090e-04  0.000e+00  7.090e-04  0.000e+00  3.115e-02
       703  1.467e+04  6.300e-04  0.000e+00  6.300e-04  0.000e+00  3.178e-02
       704  1.323e+04  5.680e-04  8.227e-07  5.672e-04  1.179e-04  3.223e-02
       705  1.227e+04  5.267e-04  4.727e-07  5.262e-04  6.773e-05  3.269e-02
       706  1.183e+04  5.078e-04  2.026e-05  4.875e-04  2.916e-03  3.026e-02
       707  1.702e+04  7.307e-04  0.000e+00  7.307e-04  0.000e+00  3.099e-02
       708  1.617e+04  6.945e-04  4.752e-05  6.469e-04  4.797e-03  2.684e-02
       709  3.009e+04  1.292e-03  0.000e+00  1.292e-03  0.000e+00  2.814e-02
       710  2.790e+04  1.198e-03  1.561e-04  1.042e-03  7.904e-03  2.127e-02
       711  1.318e+05  5.661e-03  2.392e-03  3.269e-03  1.536e-02  9.187e-03
       712  5.708e+05  2.451e-02  0.000e+00  2.451e-02  0.000e+00  3.370e-02
       713  1.020e+04  4.378e-04  2.542e-05  4.123e-04  4.156e-03  2.995e-02
       714  1.792e+04  7.695e-04  0.000e+00  7.695e-04  0.000e+00  3.072e-02
       715  1.903e+04  8.170e-04  1.402e-04  6.769e-04  9.394e-03  2.201e-02
       716  7.692e+04  3.303e-03  4.088e-04  2.894e-03  7.657e-03  1.724e-02
       717  1.647e+05  7.071e-03  6.698e-04  6.402e-03  6.430e-03  1.721e-02
       718  1.498e+05  6.432e-03  0.000e+00  6.432e-03  0.000e+00  2.365e-02
       719  5.128e+04  2.202e-03  0.000e+00  2.202e-03  0.000e+00  2.585e-02
       720  3.553e+04  1.525e-03  0.000e+00  1.525e-03  0.000e+00  2.737e-02
       721  2.801e+04  1.203e-03  1.950e-05  1.183e-03  1.518e-03  2.704e-02
       722  3.351e+04  1.439e-03  1.880e-04  1.251e-03  7.843e-03  2.045e-02
       723  8.757e+04  3.760e-03  7.228e-06  3.753e-03  1.680e-04  2.403e-02
       724  4.809e+04  2.065e-03  0.000e+00  2.065e-03  0.000e+00  2.610e-02
       725  5.435e+04  2.334e-03  8.701e-04  1.464e-03  1.480e-02  1.276e-02
       726  3.206e+05  1.377e-02  2.499e-04  1.352e-02  1.698e-03  2.458e-02
       727  4.391e+04  1.885e-03  0.000e+00  1.885e-03  0.000e+00  2.646e-02
       728  3.207e+04  1.377e-03  0.000e+00  1.377e-03  0.000e+00  2.784e-02
       729  2.549e+04  1.095e-03  0.000e+00  1.095e-03  0.000e+00  2.893e-02
       730  2.124e+04  9.121e-04  0.000e+00  9.121e-04  0.000e+00  2.985e-02
